,ст,то,но,на,по,ен,ни,не,ко,ра,ов,ро,го,ал,пр,ли,ре,ос,во,ка,ер,от,ол,ор,та,ва,ел,ть,ет,ом,те,ло,од,ла,ан,ле,ве,де,ри,ес,ат,ог,ль,он,ны,за,ти,ит,ск,ил,да,ой,ем,ак,ме,ас,ин,об,до,че,мо,ся,ки,ми,се,тр,же,ам,со,аз,нн,ед,ис,ав,им,ви,тв,ар,бы,ма,ие,ру,ег,бо,сл,из,ди,чт,вы,вс,ей,ия,пе,ик,ив,сь,ое,их,ча,ну,мы
0,18.0,40.0,11.0,12.0,12.0,12.0,12.0,6.0,29.0,28.0,17.0,12.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,12.0,17.0,34.0,6.0,28.0,17.0,0.0,16.0,6.0,11.0,18.0,35.0,11.0,12.0,11.0,0.0,0.0,0.0,7.0,17.0,12.0,28.0,0.0,17.0,0.0,0.0,6.0,10.0,0.0,6.0,0.0,0.0,0.0,11.0,6.0,12.0,0.0,0.0,12.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,16.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,23.0,11.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,11.0,11.0,6.0,0.0,6.0,0.0,0.0,0.0,11.0,17.0,9.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
1,18.0,42.0,12.0,12.0,12.0,12.0,12.0,6.0,30.0,30.0,18.0,12.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,12.0,18.0,36.0,6.0,30.0,18.0,0.0,18.0,6.0,12.0,18.0,36.0,12.0,12.0,12.0,0.0,0.0,0.0,6.0,18.0,12.0,30.0,0.0,18.0,0.0,0.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,11.0,6.0,12.0,0.0,0.0,12.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,6.0,18.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,24.0,12.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,12.0,12.0,6.0,0.0,6.0,0.0,0.0,0.0,12.0,18.0,8.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0
